income,age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
not_high,38,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
high,56,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
not_high,35,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,62,United-States
not_high,23,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,19,Private,10,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States
not_high,27,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,Puerto-Rico
high,49,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States
not_high,23,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
not_high,24,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
not_high,34,Private,9,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,China
not_high,25,Federal-gov,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
not_high,33,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
not_high,22,Private,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,27,United-States
not_high,54,Local-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States
not_high,39,Self-emp-inc,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
not_high,25,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
not_high,75,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,26,United-States
not_high,28,Self-emp-not-inc,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,30,United-States
not_high,50,Private,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States
high,62,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
not_high,40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,58,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,37,United-States
not_high,24,Federal-gov,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
not_high,21,Private,9,Never-married,Other-service,Other-relative,White,Female,0,0,30,United-States
not_high,48,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
not_high,34,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,70,United-States
not_high,23,Private,9,Never-married,Priv-house-serv,Unmarried,Other,Female,0,0,40,Guatemala
not_high,42,Local-gov,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,52,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
not_high,56,Self-emp-not-inc,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States
high,48,Federal-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
high,37,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,70,South
not_high,25,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
high,40,Private,13,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
not_high,34,Private,7,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,45,United-States
not_high,52,Private,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States
not_high,36,Local-gov,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
not_high,28,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
not_high,20,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,9,England
high,68,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Italy
not_high,35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
not_high,32,Private,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States
high,64,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
not_high,17,Private,6,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,23,United-States
not_high,25,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States
not_high,31,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Columbia
not_high,67,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,United-States
not_high,29,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
not_high,31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
not_high,21,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States
not_high,67,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States
high,41,State-gov,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States
not_high,27,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,36,United-States
not_high,51,Private,8,Divorced,Transport-moving,Unmarried,White,Male,0,0,50,United-States
not_high,28,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States
not_high,21,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
high,28,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,29,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States
not_high,39,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States
not_high,21,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Columbia
not_high,43,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,28,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
high,31,Private,5,Never-married,Sales,Not-in-family,White,Male,0,0,43,United-States
not_high,27,Private,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,45,United-States
not_high,34,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
not_high,25,Private,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
not_high,34,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,England
not_high,40,Self-emp-inc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
not_high,21,Private,9,Never-married,Other-service,Unmarried,Black,Female,0,0,35,United-States
not_high,25,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,25,United-States
not_high,21,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,19,Self-emp-not-inc,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States
high,49,Self-emp-inc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,20,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
not_high,36,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,47,United-States
not_high,32,Private,10,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States
not_high,23,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,32,United-States
not_high,21,Private,10,Never-married,Sales,Own-child,White,Male,0,0,10,United-States
not_high,25,Private,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
not_high,24,Private,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
not_high,22,Private,10,Never-married,Prof-specialty,Unmarried,White,Female,0,0,20,United-States
not_high,26,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Mexico
not_high,22,Private,5,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Guatemala
high,41,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
not_high,18,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
not_high,24,Private,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
not_high,36,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,17,United-States
not_high,45,Local-gov,14,Divorced,Prof-specialty,Own-child,White,Female,0,0,55,United-States
high,38,Local-gov,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
high,38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
not_high,34,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
not_high,53,Local-gov,12,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States
high,32,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
not_high,17,Private,7,Never-married,Sales,Own-child,Black,Female,0,0,30,United-States
not_high,31,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States
not_high,47,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
not_high,27,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States
not_high,61,Federal-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States
not_high,33,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
not_high,67,Private,9,Separated,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States
not_high,38,Private,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,25,Private,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States
not_high,33,Local-gov,3,Never-married,Other-service,Unmarried,Other,Female,0,0,40,El-Salvador
not_high,27,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
high,45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
not_high,24,Private,13,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Taiwan
not_high,23,Private,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
not_high,48,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
high,61,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
not_high,22,Private,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States
not_high,34,Private,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States
not_high,35,Federal-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States
not_high,36,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,24,Private,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States
not_high,60,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,64,Private,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,20,United-States
not_high,22,Private,9,Never-married,Sales,Unmarried,White,Female,0,0,35,United-States
not_high,27,Private,3,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,65,England
not_high,36,State-gov,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States
not_high,27,Private,9,Never-married,Sales,Unmarried,Black,Female,0,0,30,United-States
not_high,52,Private,10,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States
not_high,57,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
not_high,23,Private,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,24,Vietnam
not_high,29,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,34,Private,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,80,United-States
not_high,38,Private,9,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States
high,50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States
not_high,50,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
high,51,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
not_high,17,Self-emp-inc,6,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
not_high,25,Private,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,0,0,40,Mexico
not_high,19,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,43,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,18,Private,5,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Mexico
not_high,27,Private,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
not_high,39,Private,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States
high,44,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
not_high,19,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,35,United-States
not_high,32,Local-gov,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
high,48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,46,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
not_high,65,Private,7,Widowed,Sales,Other-relative,White,Female,0,0,20,United-States
high,57,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
not_high,48,Private,9,Never-married,Other-service,Unmarried,Black,Female,0,0,32,Haiti
not_high,27,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
not_high,29,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States
not_high,65,Private,9,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States
not_high,47,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
not_high,17,Private,5,Never-married,Craft-repair,Own-child,White,Female,0,0,16,United-States
not_high,38,Local-gov,3,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico
high,38,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,39,Self-emp-not-inc,9,Never-married,Sales,Other-relative,White,Female,0,0,4,United-States
not_high,52,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,41,United-States
high,46,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States
not_high,22,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States
not_high,56,Private,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States
not_high,37,Self-emp-not-inc,7,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,30,United-States
high,59,Private,13,Divorced,Sales,Not-in-family,White,Male,0,0,55,United-States
not_high,31,Private,5,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,45,United-States
not_high,22,Private,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,20,Philippines
high,48,Self-emp-not-inc,16,Never-married,Prof-specialty,Unmarried,White,Female,0,0,60,United-States
not_high,63,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
not_high,53,Private,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,10,United-States
not_high,39,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States
not_high,59,Private,15,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,0,0,50,United-States
not_high,45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,39,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States
not_high,60,State-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States
not_high,38,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,56,United-States
not_high,31,Private,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
high,61,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
not_high,26,Private,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,20,South
not_high,32,Private,10,Divorced,Exec-managerial,Other-relative,White,Male,0,0,60,United-States
not_high,25,Local-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States
not_high,66,Private,6,Widowed,Transport-moving,Not-in-family,White,Female,0,0,11,United-States
not_high,31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,22,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States
high,46,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States
not_high,33,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States
not_high,26,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States
not_high,42,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
not_high,45,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
not_high,43,Private,10,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0,0,6,Puerto-Rico
not_high,27,Private,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,99,United-States
not_high,42,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
high,38,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States
not_high,44,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
high,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,64,United-States
not_high,37,Private,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,60,Philippines
high,29,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
not_high,42,Self-emp-not-inc,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,45,Poland
not_high,80,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States
not_high,61,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
not_high,20,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States
not_high,23,Private,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States
high,48,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,24,Private,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States
not_high,71,State-gov,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
not_high,49,Private,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,6,United-States
not_high,39,Federal-gov,9,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,50,United-States
not_high,22,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States
not_high,67,Federal-gov,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,18,Private,9,Never-married,Sales,Own-child,White,Female,0,0,25,United-States
not_high,50,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,56,Self-emp-not-inc,12,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States
not_high,23,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States
not_high,26,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
not_high,32,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,27,Private,9,Married-spouse-absent,Farming-fishing,Own-child,White,Female,0,0,40,Mexico
not_high,43,Private,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States
high,31,State-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
high,57,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,25,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States
not_high,22,Private,11,Never-married,Other-service,Own-child,Black,Female,0,0,36,United-States
not_high,20,Local-gov,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States
not_high,39,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,Mexico
not_high,27,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
not_high,41,Local-gov,9,Separated,Transport-moving,Own-child,White,Male,0,0,40,United-States
not_high,31,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
not_high,41,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States
not_high,25,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
high,29,State-gov,12,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
not_high,22,Private,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,50,United-States
not_high,62,Private,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,91,United-States
not_high,29,Federal-gov,9,Divorced,Exec-managerial,Not-in-family,Other,Female,0,0,40,United-States
high,44,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,70,United-States
not_high,32,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States
not_high,20,Private,11,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
high,65,State-gov,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
not_high,24,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,36,United-States
high,37,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
not_high,43,Local-gov,9,Divorced,Tech-support,Not-in-family,Black,Female,0,0,40,United-States
high,38,Self-emp-not-inc,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,United-States
not_high,28,Private,12,Never-married,Sales,Own-child,White,Female,0,0,35,United-States
high,32,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
high,38,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
not_high,33,Private,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States
high,42,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
not_high,27,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,41,Private,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States
high,47,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
not_high,55,Private,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
not_high,30,Self-emp-not-inc,10,Never-married,Craft-repair,Own-child,White,Male,0,0,8,United-States
not_high,54,Private,10,Widowed,Craft-repair,Unmarried,White,Female,0,0,50,United-States
high,40,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
not_high,21,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,34,Private,13,Divorced,Craft-repair,Unmarried,White,Female,0,0,25,United-States
high,30,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,31,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States
not_high,22,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,37,United-States
high,37,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
not_high,52,Local-gov,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
not_high,57,Self-emp-inc,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,48,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States
high,58,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,35,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
not_high,40,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
not_high,30,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,25,United-States
not_high,26,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Outlying-US(Guam-USVI-etc)
not_high,46,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
not_high,26,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
not_high,50,Federal-gov,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
high,22,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
not_high,36,Private,14,Widowed,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,India
high,30,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States
high,58,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
not_high,19,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,29,Private,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Mexico
not_high,30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,47,Self-emp-not-inc,10,Divorced,Other-service,Unmarried,White,Female,0,0,45,United-States
high,51,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
not_high,26,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
not_high,24,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States
not_high,44,Private,14,Divorced,Sales,Not-in-family,White,Male,0,0,24,Iran
high,43,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
not_high,35,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
high,41,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,38,Private,10,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,40,United-States
not_high,54,Private,6,Separated,Sales,Unmarried,White,Female,0,0,43,Italy
not_high,62,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,45,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
not_high,30,Private,9,Never-married,Exec-managerial,Own-child,Black,Female,0,0,35,Jamaica
not_high,32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,23,Self-emp-not-inc,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
not_high,84,Local-gov,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,14,United-States
not_high,46,Private,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,United-States
high,29,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
high,33,Private,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States
not_high,23,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States
not_high,42,State-gov,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
not_high,17,Private,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,20,United-States
not_high,60,Private,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
not_high,31,Private,8,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States
not_high,28,Private,4,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Portugal
